Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
258.062,TraderOne,Tick,1662,1606,56,-56,127100,127800,13812,-86512,-97712,OK
258.062,Gamblers,Tick,254,298,-44,44,127100,127800,-2128,109828,118628,OK
258.282,TraderOne,Tick,1662,1606,56,-56,127100,127800,13812,-86512,-97712,OK
258.282,Gamblers,Tick,254,298,-44,44,127100,127800,-2128,109828,118628,OK
258.562,TraderOne,Tick,1662,1606,56,-56,127100,127800,13812,-86512,-97712,OK
258.562,Gamblers,Tick,254,298,-44,44,127100,127800,-2128,109828,118628,OK
258.72,TraderOne,Tick,1662,1606,56,-56,127100,127600,13812,-86512,-97712,OK
258.72,Gamblers,Tick,254,298,-44,44,127100,127600,-2128,109828,118628,OK
258.97,TraderOne,Tick,1662,1606,56,-56,127100,127600,13812,-86512,-97712,OK
258.97,Gamblers,Tick,254,298,-44,44,127100,127600,-2128,109828,118628,OK
259.22,TraderOne,Tick,1662,1606,56,-56,127100,127600,13812,-86512,-97712,OK
259.22,Gamblers,Tick,254,298,-44,44,127100,127600,-2128,109828,118628,OK
259.5,TraderOne,Tick,1662,1606,56,-56,127100,127600,13812,-86512,-97712,OK
259.5,Gamblers,Tick,254,298,-44,44,127100,127600,-2128,109828,118628,OK
259.782,TraderOne,Tick,1662,1606,56,-56,127100,127700,13812,-86512,-97712,OK
259.782,Gamblers,Tick,254,298,-44,44,127100,127700,-2128,109828,118628,OK
260.032,TraderOne,Tick,1662,1616,46,-46,127500,127700,13685,-93385,-102585,OK
260.032,Gamblers,Tick,254,298,-44,44,127500,127700,-2128,109828,118628,OK
260.22,TraderOne,Tick,1672,1616,56,-56,127500,127700,13940,-89640,-100840,OK
260.22,Gamblers,Tick,254,298,-44,44,127500,127700,-2128,109828,118628,OK
260.47,TraderOne,Tick,1682,1616,66,-66,127500,127700,14195,-85895,-99095,OK
260.47,Gamblers,Tick,254,298,-44,44,127500,127700,-2128,109828,118628,OK
260.782,TraderOne,Tick,1682,1616,66,-66,127500,127700,14195,-85895,-99095,OK
260.782,Gamblers,Tick,254,298,-44,44,127500,127700,-2128,109828,118628,OK
261.0,TraderOne,Tick,1682,1616,66,-66,127500,127700,14195,-85895,-99095,OK
261.0,Gamblers,Tick,254,298,-44,44,127500,127700,-2128,109828,118628,OK
261.282,TraderOne,Tick,1682,1626,56,-56,127900,128300,14067,-93767,-104967,OK
261.282,Gamblers,Tick,254,298,-44,44,127900,128300,-2128,109828,118628,OK
261.47,TraderOne,Tick,1690,1626,64,-64,127700,128300,14271,-89971,-102771,OK
261.47,Gamblers,Tick,254,298,-44,44,127700,128300,-2128,109828,118628,OK
261.72,TraderOne,Tick,1690,1626,64,-64,127700,128300,14271,-89971,-102771,OK
261.72,Gamblers,Tick,254,298,-44,44,127700,128300,-2128,109828,118628,OK
262.0,TraderOne,Tick,1690,1626,64,-64,127900,128300,14271,-89971,-102771,OK
262.0,Gamblers,Tick,254,298,-44,44,127900,128300,-2128,109828,118628,OK
262.282,TraderOne,Tick,1690,1626,64,-64,127900,128300,14271,-89971,-102771,OK
262.282,Gamblers,Tick,254,298,-44,44,127900,128300,-2128,109828,118628,OK
262.438,TraderOne,Tick,1690,1636,54,-54,127800,128300,14527,-96227,-107027,OK
262.438,Gamblers,Tick,254,298,-44,44,127800,128300,-2128,109828,118628,OK
262.688,TraderOne,Tick,1690,1636,54,-54,127800,128300,14527,-96227,-107027,OK
262.688,Gamblers,Tick,254,298,-44,44,127800,128300,-2128,109828,118628,OK
262.938,TraderOne,Tick,1690,1636,54,-54,127800,128200,14527,-96227,-107027,OK
262.938,Gamblers,Tick,254,298,-44,44,127800,128200,-2128,109828,118628,OK
263.282,TraderOne,Tick,1690,1636,54,-54,127800,128200,14527,-96227,-107027,OK
263.282,Gamblers,Tick,254,298,-44,44,127800,128200,-2128,109828,118628,OK
263.532,TraderOne,Tick,1690,1636,54,-54,127800,128200,14527,-96227,-107027,OK
263.532,Gamblers,Tick,254,298,-44,44,127800,128200,-2128,109828,118628,OK
263.75,TraderOne,Tick,1690,1636,54,-54,127800,128200,14527,-96227,-107027,OK
263.75,Gamblers,Tick,254,298,-44,44,127800,128200,-2128,109828,118628,OK
264.032,TraderOne,Tick,1700,1636,64,-64,127900,128200,14783,-91483,-104283,OK
264.032,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
264.312,TraderOne,Tick,1700,1636,64,-64,127900,128200,14783,-91483,-104283,OK
264.312,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
264.5,TraderOne,Tick,1700,1646,54,-64,127900,128200,14655,1187645,-105155,OK
264.5,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
264.782,TraderOne,Tick,1700,1646,54,-54,127900,128200,14655,-98355,-109155,OK
264.782,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
265.0,TraderOne,Tick,1700,1646,54,-54,127900,128200,14655,-98355,-109155,OK
265.0,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
265.25,TraderOne,Tick,1700,1656,44,-44,127900,128200,14911,-103611,-112411,OK
265.25,Gamblers,Tick,254,298,-44,44,127900,128200,-2128,109828,118628,OK
265.47,TraderOne,Tick,1700,1659,41,-41,128000,128200,14873,-104773,-112973,OK
265.47,Gamblers,Tick,254,298,-44,44,128000,128200,-2128,109828,118628,OK
265.72,TraderOne,Tick,1700,1659,41,-41,128000,128200,14873,-104773,-112973,OK
265.72,Gamblers,Tick,254,298,-44,44,128000,128200,-2128,109828,118628,OK
266.0,TraderOne,Tick,1700,1659,41,-41,128000,128200,14873,-104773,-112973,OK
266.0,Gamblers,Tick,254,298,-44,44,128000,128200,-2128,109828,118628,OK
266.22,TraderOne,Tick,1700,1659,41,-41,128000,128200,14873,-104773,-112973,OK
266.22,Gamblers,Tick,254,298,-44,44,128000,128200,-2128,109828,118628,OK
266.5,TraderOne,Tick,1700,1659,41,-41,128000,128200,14873,-104773,-112973,OK
266.5,Gamblers,Tick,254,298,-44,44,128000,128200,-2128,109828,118628,OK
266.812,TraderOne,Tick,1710,1659,51,-51,127600,128200,14745,-101645,-111845,OK
266.812,Gamblers,Tick,254,298,-44,44,127600,128200,-2128,109828,118628,OK
266.97,TraderOne,Tick,1710,1659,51,-51,127600,128200,14745,-101645,-111845,OK
266.97,Gamblers,Tick,254,298,-44,44,127600,128200,-2128,109828,118628,OK
267.282,TraderOne,Tick,1710,1659,51,-51,127600,128000,14745,-101645,-111845,OK
267.282,Gamblers,Tick,254,298,-44,44,127600,128000,-2128,109828,118628,OK
267.562,TraderOne,Tick,1710,1659,51,-51,127600,128000,14745,-101645,-111845,OK
267.562,Gamblers,Tick,254,298,-44,44,127600,128000,-2128,109828,118628,OK
267.782,TraderOne,Tick,1710,1659,51,-51,127600,128000,14745,-101645,-111845,OK
267.782,Gamblers,Tick,254,298,-44,44,127600,128000,-2128,109828,118628,OK
268.032,TraderOne,Tick,1710,1659,51,-51,127600,128000,14745,-101645,-111845,OK
268.032,Gamblers,Tick,254,298,-44,44,127600,128000,-2128,109828,118628,OK
268.22,TraderOne,Tick,1710,1669,41,-41,127700,128000,15000,-106900,-115100,OK
268.22,Gamblers,Tick,254,298,-44,44,127700,128000,-2128,109828,118628,OK
268.47,TraderOne,Tick,1710,1669,41,-41,127700,128000,15000,-106900,-115100,OK
268.47,Gamblers,Tick,254,298,-44,44,127700,128000,-2128,109828,118628,OK
268.812,TraderOne,Tick,1710,1679,31,-31,127400,128000,15255,-111155,-117355,OK
268.812,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
268.97,TraderOne,Tick,1710,1679,31,-31,127400,128000,15255,-111155,-117355,OK
268.97,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
269.22,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
269.22,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
269.562,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
269.562,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
269.812,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
269.812,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
269.97,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
269.97,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
270.25,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
270.25,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
270.5,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
270.5,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
270.72,TraderOne,Tick,1710,1689,21,-21,127400,128000,15510,-115410,-119610,OK
270.72,Gamblers,Tick,254,298,-44,44,127400,128000,-2128,109828,118628,OK
271.062,TraderOne,Tick,1710,1699,11,-11,128100,128000,15382,-117282,-116182,OK
271.062,Gamblers,Tick,254,318,-64,64,128100,128000,-2383,110083,103683,OK
271.22,TraderOne,Tick,1710,1699,11,-11,128100,128000,15382,-117282,-116182,OK
271.22,Gamblers,Tick,254,318,-64,64,128100,128000,-2383,110083,103683,OK
271.438,TraderOne,Tick,1710,1699,11,-11,128100,127500,15382,-117282,-115082,OK
271.438,Gamblers,Tick,254,318,-64,64,128100,127500,-2383,110083,97283,OK
271.72,TraderOne,Tick,1710,1709,1,-1,127400,127500,15637,-118537,-118637,OK
271.72,Gamblers,Tick,254,318,-64,64,127400,127500,-2383,110083,116483,OK
271.97,TraderOne,Tick,1710,1716,-6,6,127400,127500,15815,-118015,-117415,OK
271.97,Gamblers,Tick,254,318,-64,64,127400,127500,-2383,110083,116483,OK
272.25,TraderOne,Tick,1710,1716,-6,6,127400,127500,15815,-118015,-117415,OK
272.25,Gamblers,Tick,254,318,-64,64,127400,127500,-2383,110083,116483,OK
272.438,TraderOne,Tick,1720,1716,4,6,127000,127500,15688,-1389888,-115688,OK
272.438,Gamblers,Tick,254,318,-64,64,127000,127500,-2383,110083,122883,OK
272.812,TraderOne,Tick,1730,1716,14,-14,127100,127300,15942,-119142,-121942,OK
272.812,Gamblers,Tick,254,318,-64,64,127100,127300,-2383,110083,122883,OK
272.97,TraderOne,Tick,1730,1716,14,-14,127100,127300,15942,-119142,-121942,OK
272.97,Gamblers,Tick,254,318,-64,64,127100,127300,-2383,110083,122883,OK
273.188,TraderOne,Tick,1730,1716,14,-14,127100,127300,15942,-119142,-121942,OK
273.188,Gamblers,Tick,254,318,-64,64,127100,127300,-2383,110083,122883,OK
273.532,TraderOne,Tick,1730,1716,14,-14,127100,127300,15942,-119142,-121942,OK
273.532,Gamblers,Tick,254,318,-64,64,127100,127300,-2383,110083,122883,OK
273.782,TraderOne,Tick,1730,1716,14,-14,127100,127100,15942,-119142,-119142,OK
273.782,Gamblers,Tick,254,318,-64,64,127100,127100,-2383,110083,110083,OK
274.032,TraderOne,Tick,1739,1716,23,-23,127100,127100,16171,-117571,-117571,OK
274.032,Gamblers,Tick,254,318,-64,64,127100,127100,-2383,110083,110083,OK
274.312,TraderOne,Tick,1739,1716,23,-23,127100,127100,16171,-117571,-117571,OK
274.312,Gamblers,Tick,254,318,-64,64,127100,127100,-2383,110083,110083,OK
274.47,TraderOne,Tick,1739,1716,23,-23,127100,127100,16171,-117571,-117571,OK
274.47,Gamblers,Tick,254,318,-64,64,127100,127100,-2383,110083,110083,OK
274.782,TraderOne,Tick,1749,1716,33,-33,126800,127100,16044,-115444,-122044,OK
274.782,Gamblers,Tick,254,318,-64,64,126800,127100,-2383,110083,122883,OK
275.062,TraderOne,Tick,1749,1716,33,-33,126800,127100,16044,-115444,-122044,OK
275.062,Gamblers,Tick,254,318,-64,64,126800,127100,-2383,110083,122883,OK
275.312,TraderOne,Tick,1749,1716,33,-33,126800,127100,16044,-115444,-122044,OK
275.312,Gamblers,Tick,254,318,-64,64,126800,127100,-2383,110083,122883,OK
275.532,TraderOne,Tick,1759,1716,43,-43,126900,127100,15917,-111317,-119917,OK
275.532,Gamblers,Tick,254,318,-64,64,126900,127100,-2383,110083,122883,OK
275.812,TraderOne,Tick,1759,1716,43,-43,127000,127100,15917,-111317,-115617,OK
275.812,Gamblers,Tick,254,318,-64,64,127000,127100,-2383,110083,116483,OK
275.97,TraderOne,Tick,1769,1716,53,-53,126900,127100,16171,-107571,-118171,OK
275.97,Gamblers,Tick,274,318,-44,64,126900,127100,-2637,-2427663,123137,OK
276.312,TraderOne,Tick,1769,1716,53,-53,126900,127100,16171,-107571,-118171,OK
276.312,Gamblers,Tick,274,318,-44,44,126900,127100,-2637,120337,129137,OK
276.47,TraderOne,Tick,1769,1716,53,-53,126900,127100,16171,-107571,-118171,OK
276.47,Gamblers,Tick,274,318,-44,44,126900,127100,-2637,120337,129137,OK
276.75,TraderOne,Tick,1769,1716,53,-53,126900,127100,16171,-107571,-118171,OK
276.75,Gamblers,Tick,274,318,-44,44,126900,127100,-2637,120337,129137,OK
277.032,TraderOne,Tick,1779,1716,63,-63,127000,127100,16425,-103825,-110125,OK
277.032,Gamblers,Tick,274,318,-44,44,127000,127100,-2637,120337,124737,OK
277.282,TraderOne,Tick,1779,1716,63,-63,127000,127100,16425,-103825,-110125,OK
277.282,Gamblers,Tick,274,318,-44,44,127000,127100,-2637,120337,124737,OK
277.5,TraderOne,Tick,1779,1716,63,-63,127000,127100,16425,-103825,-110125,OK
277.5,Gamblers,Tick,274,318,-44,44,127000,127100,-2637,120337,124737,OK
277.782,TraderOne,Tick,1779,1716,63,-63,127000,127100,16425,-103825,-110125,OK
277.782,Gamblers,Tick,274,318,-44,44,127000,127100,-2637,120337,124737,OK
278.062,TraderOne,Tick,1779,1716,63,-63,127000,127100,16425,-103825,-110125,OK
278.062,Gamblers,Tick,274,318,-44,44,127000,127100,-2637,120337,124737,OK
278.22,TraderOne,Tick,1779,1716,63,-63,127000,127600,16425,-103825,-116425,OK
278.22,Gamblers,Tick,274,318,-44,44,127000,127600,-2637,120337,129137,OK
278.47,TraderOne,Tick,1789,1726,63,-63,127800,127600,16552,-102952,-90352,OK
278.47,Gamblers,Tick,274,338,-64,64,127800,127600,-2893,122593,109793,OK
278.75,TraderOne,Tick,1789,1736,53,-53,127900,127600,16808,-101208,-90608,OK
278.75,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
278.97,TraderOne,Tick,1789,1746,43,-43,127900,127600,17064,-100464,-91864,OK
278.97,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
279.22,TraderOne,Tick,1789,1756,33,-33,127900,127600,17320,-99720,-93120,OK
279.22,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
279.5,TraderOne,Tick,1789,1766,23,-23,127900,127600,17576,-98976,-94376,OK
279.5,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
279.782,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
279.782,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
279.97,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
279.97,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
280.312,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
280.312,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
280.438,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
280.438,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
280.72,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
280.72,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
280.97,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
280.97,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
281.282,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
281.282,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
281.532,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
281.532,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
281.72,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
281.72,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
281.97,TraderOne,Tick,1789,1770,19,-19,127900,127600,17678,-98678,-94878,OK
281.97,Gamblers,Tick,274,338,-64,64,127900,127600,-2893,122593,109793,OK
282.282,TraderOne,Tick,1789,1780,9,-9,128100,127600,17550,-98550,-96750,OK
282.282,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
282.532,TraderOne,Tick,1789,1780,9,-9,128100,127600,17550,-98550,-96750,OK
282.532,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
282.72,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
282.72,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
282.938,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
282.938,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
283.282,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
283.282,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
283.47,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
283.47,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
283.72,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
283.72,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
284.032,TraderOne,Tick,1789,1790,-1,1,128100,127600,17422,-98422,-98622,OK
284.032,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
284.282,TraderOne,Tick,1799,1790,9,-9,128100,127600,17678,-99678,-97878,OK
284.282,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
284.438,TraderOne,Tick,1799,1790,9,-9,128100,127600,17678,-99678,-97878,OK
284.438,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
284.688,TraderOne,Tick,1799,1790,9,-9,128100,127600,17678,-99678,-97878,OK
284.688,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
284.97,TraderOne,Tick,1799,1790,9,-9,128100,127600,17678,-99678,-97878,OK
284.97,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
285.282,TraderOne,Tick,1799,1790,9,-9,128100,127600,17678,-99678,-97878,OK
285.282,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
285.5,TraderOne,Tick,1809,1790,19,-19,128100,127600,17934,-99934,-96134,OK
285.5,Gamblers,Tick,274,338,-64,64,128100,127600,-2893,122593,109793,OK
285.72,TraderOne,Tick,1817,1790,27,-27,128000,127600,17832,-99032,-93632,OK
285.72,Gamblers,Tick,274,338,-64,64,128000,127600,-2893,122593,109793,OK
286.062,TraderOne,Tick,1817,1790,27,-27,128000,128500,17832,-99032,-104432,OK
286.062,Gamblers,Tick,274,338,-64,64,128000,128500,-2893,122593,135393,OK
286.282,TraderOne,Tick,1827,1790,37,-37,128100,128500,18088,-96288,-103688,OK
286.282,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
286.532,TraderOne,Tick,1827,1790,37,-37,128100,128500,18088,-96288,-103688,OK
286.532,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
286.75,TraderOne,Tick,1827,1790,37,-37,128100,128500,18088,-96288,-103688,OK
286.75,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
286.97,TraderOne,Tick,1827,1790,37,-37,128100,128500,18088,-96288,-103688,OK
286.97,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
287.22,TraderOne,Tick,1827,1790,37,-37,128100,128500,18088,-96288,-103688,OK
287.22,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
287.5,TraderOne,Tick,1837,1790,47,-47,128100,128500,17960,-93160,-102560,OK
287.5,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
287.72,TraderOne,Tick,1837,1790,47,-47,128100,128500,17960,-93160,-102560,OK
287.72,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
287.938,TraderOne,Tick,1837,1790,47,-47,128100,128500,17960,-93160,-102560,OK
287.938,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
288.312,TraderOne,Tick,1837,1790,47,-47,128100,128500,17960,-93160,-102560,OK
288.312,Gamblers,Tick,274,338,-64,64,128100,128500,-2893,122593,135393,OK
288.47,TraderOne,Tick,1837,1800,37,-37,128300,128500,17832,-97032,-104432,OK
288.47,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
288.782,TraderOne,Tick,1837,1800,37,-37,128300,128500,17832,-97032,-104432,OK
288.782,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
289.062,TraderOne,Tick,1837,1800,37,-37,128300,128500,17832,-97032,-104432,OK
289.062,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
289.312,TraderOne,Tick,1837,1800,37,-37,128300,128500,17832,-97032,-104432,OK
289.312,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
289.532,TraderOne,Tick,1837,1810,27,-27,128300,128500,17704,-99904,-105304,OK
289.532,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
289.72,TraderOne,Tick,1837,1810,27,-27,128300,128500,17704,-99904,-105304,OK
289.72,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
289.97,TraderOne,Tick,1837,1820,17,-27,128300,128500,17576,1182224,-106176,OK
289.97,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
290.22,TraderOne,Tick,1837,1820,17,-17,128300,128500,17576,-101776,-105176,OK
290.22,Gamblers,Tick,274,338,-64,64,128300,128500,-2893,122593,135393,OK
290.47,TraderOne,Tick,1847,1820,27,-27,127800,128500,17448,-100648,-106048,OK
290.47,Gamblers,Tick,294,338,-44,44,127800,128500,-3149,132849,141649,OK
290.75,TraderOne,Tick,1847,1820,27,-27,127800,128400,17448,-100648,-106048,OK
290.75,Gamblers,Tick,294,338,-44,44,127800,128400,-3149,132849,141649,OK
291.0,TraderOne,Tick,1847,1820,27,-27,127800,128300,17448,-100648,-106048,OK
291.0,Gamblers,Tick,294,338,-44,44,127800,128300,-3149,132849,141649,OK
291.282,TraderOne,Tick,1847,1820,27,-27,127800,128300,17448,-100648,-106048,OK
291.282,Gamblers,Tick,294,338,-44,44,127800,128300,-3149,132849,141649,OK
291.47,TraderOne,Tick,1847,1820,27,-27,127800,128300,17448,-100648,-106048,OK
291.47,Gamblers,Tick,294,338,-44,44,127800,128300,-3149,132849,141649,OK
291.72,TraderOne,Tick,1847,1820,27,-27,127800,128300,17448,-100648,-106048,OK
291.72,Gamblers,Tick,294,338,-44,44,127800,128300,-3149,132849,141649,OK
292.032,TraderOne,Tick,1857,1820,37,-37,127600,128300,17320,-98520,-105920,OK
292.032,Gamblers,Tick,294,338,-44,44,127600,128300,-3149,132849,141649,OK
292.22,TraderOne,Tick,1857,1820,37,-37,127600,128300,17320,-98520,-105920,OK
292.22,Gamblers,Tick,294,338,-44,44,127600,128300,-3149,132849,141649,OK
292.47,TraderOne,Tick,1857,1820,37,-37,127600,128300,17320,-98520,-105920,OK
292.47,Gamblers,Tick,294,338,-44,44,127600,128300,-3149,132849,141649,OK
292.782,TraderOne,Tick,1857,1820,37,-37,127600,128300,17320,-98520,-105920,OK
292.782,Gamblers,Tick,294,338,-44,44,127600,128300,-3149,132849,141649,OK
292.938,TraderOne,Tick,1857,1820,37,-37,127600,128300,17320,-98520,-105920,OK
292.938,Gamblers,Tick,294,338,-44,44,127600,128300,-3149,132849,141649,OK
293.282,TraderOne,Tick,1865,1820,45,-45,128000,128300,17218,-96018,-105018,OK
293.282,Gamblers,Tick,294,338,-44,44,128000,128300,-3149,132849,141649,OK
293.5,TraderOne,Tick,1865,1820,45,-45,128000,128300,17218,-96018,-105018,OK
293.5,Gamblers,Tick,294,338,-44,44,128000,128300,-3149,132849,141649,OK
293.782,TraderOne,Tick,1865,1820,45,-45,128000,128300,17218,-96018,-105018,OK
293.782,Gamblers,Tick,294,338,-44,44,128000,128300,-3149,132849,141649,OK
294.0,TraderOne,Tick,1865,1820,45,-45,128000,128300,17218,-96018,-105018,OK
294.0,Gamblers,Tick,294,338,-44,44,128000,128300,-3149,132849,141649,OK
294.22,TraderOne,Tick,1885,1820,65,-55,127900,128300,16962,-1369762,-99762,OK
294.22,Gamblers,Tick,294,338,-44,44,127900,128300,-3149,132849,141649,OK
294.532,TraderOne,Tick,1885,1820,65,-65,127900,128300,16962,-86762,-99762,OK
294.532,Gamblers,Tick,294,338,-44,44,127900,128300,-3149,132849,141649,OK
294.782,TraderOne,Tick,1885,1830,55,-55,127800,128300,17218,-93018,-104018,OK
294.782,Gamblers,Tick,294,338,-44,44,127800,128300,-3149,132849,141649,OK
294.97,TraderOne,Tick,1895,1840,55,-45,127700,128300,16962,-1373762,-101762,OK
294.97,Gamblers,Tick,294,338,-44,44,127700,128300,-3149,132849,141649,OK
295.282,TraderOne,Tick,1895,1850,45,-45,128400,128300,17217,-99017,-94517,OK
295.282,Gamblers,Tick,294,358,-64,64,128400,128300,-3405,135105,128705,OK
295.5,TraderOne,Tick,1895,1850,45,-45,128400,128300,17217,-99017,-94517,OK
295.5,Gamblers,Tick,294,358,-64,64,128400,128300,-3405,135105,128705,OK
295.72,TraderOne,Tick,1895,1860,35,-35,127600,128300,17472,-103272,-110272,OK
295.72,Gamblers,Tick,294,358,-64,64,127600,128300,-3405,135105,147905,OK
296.0,TraderOne,Tick,1895,1870,25,-25,127600,128300,17727,-106527,-111527,OK
296.0,Gamblers,Tick,294,358,-64,64,127600,128300,-3405,135105,147905,OK
296.282,TraderOne,Tick,1896,1870,26,-26,127600,128300,17714,-106314,-111514,OK
296.282,Gamblers,Tick,294,358,-64,64,127600,128300,-3405,135105,147905,OK
296.47,TraderOne,Tick,1896,1870,26,-26,127600,128300,17714,-106314,-111514,OK
296.47,Gamblers,Tick,294,358,-64,64,127600,128300,-3405,135105,147905,OK
296.75,TraderOne,Tick,1896,1880,16,-16,128400,128300,17586,-108186,-106586,OK
296.75,Gamblers,Tick,294,358,-64,64,128400,128300,-3405,135105,128705,OK
297.032,TraderOne,Tick,1896,1880,16,-16,128400,127800,17586,-108186,-104986,OK
297.032,Gamblers,Tick,294,358,-64,64,128400,127800,-3405,135105,122305,OK
297.25,TraderOne,Tick,1896,1890,6,-6,127500,127800,17841,-108441,-109641,OK
297.25,Gamblers,Tick,294,358,-64,64,127500,127800,-3405,135105,147905,OK
297.438,TraderOne,Tick,1896,1900,-4,4,127900,127000,18096,-107696,-108496,OK
297.438,Gamblers,Tick,294,358,-64,64,127900,127000,-3405,135105,122305,OK
297.72,TraderOne,Tick,1896,1910,-14,14,127500,127000,18351,-102951,-105751,OK
